,Unnamed: 0,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
1264,6807,Samsung PM981 1TB NVMe,953.9 GB,"20,158",1104,426.72,$47.24,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM981%201TB%20NVMe&id=15050,"2,583 MBytes/Sec","1,688 MBytes/Sec","1,428 MBytes/Sec",67 MBytes/Sec
1265,6809,Samsung PM981 256GB NVMe,238.5 GB,"14,254",1831,538.9,$26.45,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM981%20256GB%20NVMe&id=16264,"2,337 MBytes/Sec","1,062 MBytes/Sec",656 MBytes/Sec,66 MBytes/Sec
1266,6810,Samsung PM981 2TB NVMe,1.9 TB,"20,856",1038,41.71,$499.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM981%202TB%20NVMe&id=16942,"2,581 MBytes/Sec","1,831 MBytes/Sec","1,493 MBytes/Sec",66 MBytes/Sec
1267,6811,Samsung PM981 512GB NVMe,476.9 GB,"18,086",1337,617.7,$29.28,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM981%20512GB%20NVMe&id=15163,"2,629 MBytes/Sec","1,378 MBytes/Sec","1,121 MBytes/Sec",69 MBytes/Sec
1268,6815,Samsung PM9A1 MZVL22T0HBLB,1.9 TB,"45,610",101,230.35,$198.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20PM9A1%20MZVL22T0HBLB&id=30190,"4,609 MBytes/Sec","4,332 MBytes/Sec","3,993 MBytes/Sec",120 MBytes/Sec
1269,6817,Samsung Portable SSD T5,931.5 GB,"4,503",3276,34.64,$129.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20Portable%20SSD%20T5&id=25047,445 MBytes/Sec,422 MBytes/Sec,384 MBytes/Sec,41 MBytes/Sec
1270,6818,Samsung Portable SSD T5 1TB,931.5 GB,"3,874",4127,13.36,$289.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20Portable%20SSD%20T5%201TB&id=21792,401 MBytes/Sec,347 MBytes/Sec,314 MBytes/Sec,24 MBytes/Sec
1271,6819,Samsung Portable SSD T5 500GB,465.8 GB,"3,753",4349,16.32,$229.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20Portable%20SSD%20T5%20500GB&id=14934,366 MBytes/Sec,340 MBytes/Sec,324 MBytes/Sec,26 MBytes/Sec
1272,6823,Samsung SM951 128GB NVMe,119.2 GB,"10,505",2431,120.76,$86.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20128GB%20NVMe&id=9353,"1,775 MBytes/Sec",579 MBytes/Sec,580 MBytes/Sec,44 MBytes/Sec
1273,6824,Samsung SM951 256GB NVMe,238.5 GB,"13,193",1988,68.18,$193.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20256GB%20NVMe&id=10413,"1,820 MBytes/Sec","1,040 MBytes/Sec",836 MBytes/Sec,51 MBytes/Sec
1274,6825,Samsung SM951 512GB NVMe,476.9 GB,"13,961",1871,47.32,$295.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20512GB%20NVMe&id=10427,"1,871 MBytes/Sec","1,166 MBytes/Sec",922 MBytes/Sec,52 MBytes/Sec
1275,6826,Samsung SM951 M.2 128GB AHCI,119.2 GB,"9,124",2613,78.02,$116.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20M.2%20128GB%20AHCI&id=9464,"1,438 MBytes/Sec",577 MBytes/Sec,538 MBytes/Sec,43 MBytes/Sec
1276,6827,Samsung SM951 M.2 256GB AHCI,238.5 GB,"13,153",2000,58.91,$223.25*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20M.2%20256GB%20AHCI&id=8844,"1,808 MBytes/Sec","1,081 MBytes/Sec",824 MBytes/Sec,48 MBytes/Sec
1277,6828,Samsung SM951 M.2 512GB AHCI,476.9 GB,"12,987",2031,40.21,$322.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM951%20M.2%20512GB%20AHCI&id=9385,"1,668 MBytes/Sec","1,142 MBytes/Sec",858 MBytes/Sec,46 MBytes/Sec
1278,6830,Samsung SM961 128GB NVMe,119.2 GB,"14,661",1756,143.73,$102.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM961%20128GB%20NVMe&id=12893,"2,581 MBytes/Sec",719 MBytes/Sec,793 MBytes/Sec,61 MBytes/Sec
1279,6831,Samsung SM961 1TB NVMe,953.9 GB,"18,859",1239,236.03,$79.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM961%201TB%20NVMe&id=12817,"2,648 MBytes/Sec","1,594 MBytes/Sec","1,151 MBytes/Sec",58 MBytes/Sec
1280,6832,Samsung SM961 256GB NVMe,238.5 GB,"16,864",1480,172.1,$97.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM961%20256GB%20NVMe&id=12573,"2,588 MBytes/Sec","1,243 MBytes/Sec",945 MBytes/Sec,58 MBytes/Sec
1281,6833,Samsung SM961 512GB NVMe,476.9 GB,"18,295",1313,91.48,$199.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SM961%20512GB%20NVMe&id=12483,"2,719 MBytes/Sec","1,453 MBytes/Sec","1,032 MBytes/Sec",59 MBytes/Sec
1282,6837,SAMSUNG SP0411N,37.3 GB,303,10252,5.51,$55.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP0411N&id=1597,NA,NA,NA,NA
1283,6839,SAMSUNG SP0802N,74.6 GB,324,10161,3.27,$99.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP0802N&id=1599,NA,NA,NA,NA
1284,6844,SAMSUNG SP0822N,16.6 GB,229,10463,2.49,$92.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP0822N&id=1601,NA,NA,NA,NA
1285,6857,SAMSUNG SP1614C,149 GB,351,9997,7.16,$49.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP1614C&id=929,NA,NA,NA,NA
1286,6868,SAMSUNG SP2504C,232.8 GB,574,9075,46.51,$12.34*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SP2504C&id=170,80 MBytes/Sec,70 MBytes/Sec,13 MBytes/Sec,2 MBytes/Sec
1287,6876,SAMSUNG SSD 128GB MMCRE28G5MXP,119.2 GB,"1,108",8025,11.19,$99.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=SAMSUNG%20SSD%20128GB%20MMCRE28G5MXP&id=1575,160 MBytes/Sec,114 MBytes/Sec,44 MBytes/Sec,7 MBytes/Sec
1288,6881,Samsung SSD 650 120GB,111.8 GB,"2,613",6526,52.27,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20650%20120GB&id=9953,390 MBytes/Sec,257 MBytes/Sec,78 MBytes/Sec,15 MBytes/Sec
1289,6882,Samsung SSD 750,232.9 GB,"3,866",4139,51.58,$74.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20750&id=12153,NA,NA,NA,NA
1290,6885,Samsung SSD 750 EVO 120GB,111.8 GB,"3,295",5247,94.18,$34.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20750%20EVO%20120GB&id=11115,479 MBytes/Sec,311 MBytes/Sec,115 MBytes/Sec,35 MBytes/Sec
1291,6886,Samsung SSD 750 EVO 250GB,232.9 GB,"3,022",5800,43.8,$69.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20750%20EVO%20250GB&id=11694,472 MBytes/Sec,249 MBytes/Sec,106 MBytes/Sec,33 MBytes/Sec
1292,6888,Samsung SSD 750 EVO 500GB,465.8 GB,"4,064",3805,27.09,$149.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20750%20EVO%20500GB&id=12313,485 MBytes/Sec,445 MBytes/Sec,201 MBytes/Sec,35 MBytes/Sec
1293,6902,Samsung SSD 840 EVO 120GB,111.8 GB,"2,805",6220,18.91,$148.28,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20120GB&id=5470,459 MBytes/Sec,230 MBytes/Sec,87 MBytes/Sec,22 MBytes/Sec
1294,6903,Samsung SSD 840 EVO 120GB mSATA,111.8 GB,"2,740",6327,22.83,$120.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20120GB%20mSATA&id=6870,437 MBytes/Sec,202 MBytes/Sec,97 MBytes/Sec,19 MBytes/Sec
1295,6904,Samsung SSD 840 EVO 1TB,931.5 GB,"4,582",3214,16.26,$281.79,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%201TB&id=5618,475 MBytes/Sec,445 MBytes/Sec,347 MBytes/Sec,42 MBytes/Sec
1296,6905,Samsung SSD 840 EVO 1TB mSATA,931.5 GB,"4,906",3040,10.9,$449.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%201TB%20mSATA&id=7082,522 MBytes/Sec,496 MBytes/Sec,344 MBytes/Sec,46 MBytes/Sec
1297,6906,Samsung SSD 840 EVO 250GB,232.9 GB,"3,093",5669,21.78,$141.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20250GB&id=5448,472 MBytes/Sec,265 MBytes/Sec,116 MBytes/Sec,27 MBytes/Sec
1298,6907,Samsung SSD 840 EVO 250GB mSATA,232.9 GB,"2,923",5988,19.49,$150.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20250GB%20mSATA&id=6655,450 MBytes/Sec,243 MBytes/Sec,98 MBytes/Sec,26 MBytes/Sec
1299,6908,Samsung SSD 840 EVO 500GB,465.8 GB,"4,005",3894,18.46,$217.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20500GB&id=5529,481 MBytes/Sec,445 MBytes/Sec,187 MBytes/Sec,29 MBytes/Sec
1300,6909,Samsung SSD 840 EVO 500GB mSATA,465.8 GB,"4,165",3657,23.14,$179.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20500GB%20mSATA&id=7069,485 MBytes/Sec,451 MBytes/Sec,202 MBytes/Sec,31 MBytes/Sec
1301,6910,Samsung SSD 840 EVO 750GB,698.6 GB,"4,399",3367,11.0,$399.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20840%20EVO%20750GB&id=5651,455 MBytes/Sec,435 MBytes/Sec,325 MBytes/Sec,34 MBytes/Sec
1302,6920,Samsung SSD 845DC EVO 960GB,894.3 GB,"3,209",5431,3.04,"$1,054.75*",https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20845DC%20EVO%20960GB&id=9151,296 MBytes/Sec,277 MBytes/Sec,281 MBytes/Sec,28 MBytes/Sec
1303,6926,Samsung SSD 850 120GB,111.8 GB,"3,688",4471,59.49,$61.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20120GB&id=15321,458 MBytes/Sec,372 MBytes/Sec,182 MBytes/Sec,40 MBytes/Sec
1304,6929,Samsung SSD 850 EVO 120GB,111.8 GB,"3,851",4168,64.2,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20120GB&id=8780,447 MBytes/Sec,384 MBytes/Sec,222 MBytes/Sec,42 MBytes/Sec
1305,6931,Samsung SSD 850 EVO 1TB,931.5 GB,"4,887",3049,46.54,$105.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%201TB&id=8822,502 MBytes/Sec,476 MBytes/Sec,375 MBytes/Sec,43 MBytes/Sec
1306,6932,Samsung SSD 850 EVO 250GB,232.9 GB,"4,095",3764,68.25,$60.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20250GB&id=8747,479 MBytes/Sec,398 MBytes/Sec,250 MBytes/Sec,42 MBytes/Sec
1307,6933,Samsung SSD 850 EVO 2TB,1.8 TB,"6,240",2875,34.67,$180.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%202TB&id=10186,656 MBytes/Sec,605 MBytes/Sec,493 MBytes/Sec,46 MBytes/Sec
1308,6934,Samsung SSD 850 EVO 4TB,3.6 TB,"5,360",2952,4.19,"$1,279.99*",https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%204TB&id=13198,522 MBytes/Sec,494 MBytes/Sec,470 MBytes/Sec,47 MBytes/Sec
1309,6935,Samsung SSD 850 EVO 500GB,465.8 GB,"4,458",3306,41.67,$106.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20500GB&id=8742,479 MBytes/Sec,442 MBytes/Sec,309 MBytes/Sec,42 MBytes/Sec
1310,6945,Samsung SSD 850 EVO mSATA 120GB,111.8 GB,"3,938",4022,56.26,$69.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20mSATA%20120GB&id=9509,471 MBytes/Sec,417 MBytes/Sec,217 MBytes/Sec,39 MBytes/Sec
1311,6946,Samsung SSD 850 EVO mSATA 1TB,931.5 GB,"4,904",3041,9.88,$496.35*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20mSATA%201TB&id=9794,511 MBytes/Sec,479 MBytes/Sec,381 MBytes/Sec,43 MBytes/Sec
1312,6947,Samsung SSD 850 EVO mSATA 250GB,232.9 GB,"3,937",4023,32.82,$119.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20mSATA%20250GB&id=9588,451 MBytes/Sec,382 MBytes/Sec,259 MBytes/Sec,36 MBytes/Sec
1313,6948,Samsung SSD 850 EVO mSATA 500GB,465.8 GB,"4,321",3449,14.45,$299.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20EVO%20mSATA%20500GB&id=9865,460 MBytes/Sec,410 MBytes/Sec,322 MBytes/Sec,38 MBytes/Sec
1314,6950,Samsung SSD 850 PRO 128GB,119.2 GB,"4,061",3810,20.31,$199.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%20128GB&id=7965,467 MBytes/Sec,392 MBytes/Sec,258 MBytes/Sec,35 MBytes/Sec
1315,6951,Samsung SSD 850 PRO 1TB,953.9 GB,"4,773",3097,18.88,$252.87,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%201TB&id=8184,516 MBytes/Sec,438 MBytes/Sec,372 MBytes/Sec,41 MBytes/Sec
1316,6952,Samsung SSD 850 PRO 256GB,238.5 GB,"4,470",3300,33.11,$135.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%20256GB&id=7818,481 MBytes/Sec,424 MBytes/Sec,330 MBytes/Sec,39 MBytes/Sec
1317,6953,Samsung SSD 850 PRO 2TB,1.9 TB,"5,144",2978,16.74,$307.21,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%202TB&id=11181,528 MBytes/Sec,483 MBytes/Sec,423 MBytes/Sec,45 MBytes/Sec
1318,6954,Samsung SSD 850 PRO 512GB,476.9 GB,"4,532",3253,64.76,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20850%20PRO%20512GB&id=8065,481 MBytes/Sec,428 MBytes/Sec,346 MBytes/Sec,39 MBytes/Sec
1319,6961,Samsung SSD 860 EVO 1TB,931.5 GB,"4,843",3062,37.54,$128.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%201TB&id=15396,505 MBytes/Sec,440 MBytes/Sec,396 MBytes/Sec,40 MBytes/Sec
1320,6962,Samsung SSD 860 EVO 250G,232.9 GB,"3,226",5400,40.36,$79.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20250G&id=15555,358 MBytes/Sec,276 MBytes/Sec,244 MBytes/Sec,31 MBytes/Sec
1321,6963,Samsung SSD 860 EVO 250GB,232.9 GB,"4,147",3674,218.49,$18.98,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20250GB&id=15348,485 MBytes/Sec,339 MBytes/Sec,322 MBytes/Sec,38 MBytes/Sec
1322,6964,Samsung SSD 860 EVO 2TB,1.8 TB,"5,173",2973,25.11,$205.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%202TB&id=15751,535 MBytes/Sec,473 MBytes/Sec,427 MBytes/Sec,40 MBytes/Sec
1323,6965,Samsung SSD 860 EVO 4TB,3.6 TB,"5,549",2932,15.95,$347.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%204TB&id=16454,573 MBytes/Sec,513 MBytes/Sec,451 MBytes/Sec,42 MBytes/Sec
1324,6966,Samsung SSD 860 EVO 500G,465.8 GB,"3,372",5079,31.83,$105.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20500G&id=15609,372 MBytes/Sec,287 MBytes/Sec,267 MBytes/Sec,31 MBytes/Sec
1325,6967,Samsung SSD 860 EVO 500GB,465.8 GB,"4,330",3436,112.49,$38.49,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20500GB&id=15379,490 MBytes/Sec,366 MBytes/Sec,339 MBytes/Sec,38 MBytes/Sec
1326,6973,Samsung SSD 860 EVO mSATA 1TB,931.5 GB,"4,598",3207,6.57,$699.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20mSATA%201TB&id=16240,479 MBytes/Sec,414 MBytes/Sec,375 MBytes/Sec,34 MBytes/Sec
1327,6974,Samsung SSD 860 EVO mSATA 250GB,232.9 GB,"4,271",3517,26.71,$159.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20mSATA%20250GB&id=15393,481 MBytes/Sec,343 MBytes/Sec,346 MBytes/Sec,35 MBytes/Sec
1328,6975,Samsung SSD 860 EVO mSATA 500GB,465.8 GB,"4,078",3788,20.49,$199.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20EVO%20mSATA%20500GB&id=16194,487 MBytes/Sec,340 MBytes/Sec,306 MBytes/Sec,31 MBytes/Sec
1329,6976,Samsung SSD 860 PRO 1TB,953.9 GB,"5,142",2980,15.82,$325.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%201TB&id=16079,504 MBytes/Sec,461 MBytes/Sec,455 MBytes/Sec,47 MBytes/Sec
1330,6978,Samsung SSD 860 PRO 256GB,238.5 GB,"5,026",3010,24.28,$207.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%20256GB&id=15500,497 MBytes/Sec,458 MBytes/Sec,439 MBytes/Sec,44 MBytes/Sec
1331,6979,Samsung SSD 860 PRO 2TB,1.9 TB,"5,091",2988,9.24,$551.20,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%202TB&id=15699,498 MBytes/Sec,458 MBytes/Sec,455 MBytes/Sec,47 MBytes/Sec
1332,6980,Samsung SSD 860 PRO 4TB,3.7 TB,"4,709",3136,4.71,$999.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%204TB&id=23340,454 MBytes/Sec,423 MBytes/Sec,417 MBytes/Sec,46 MBytes/Sec
1333,6981,Samsung SSD 860 PRO 512G,476.9 GB,"3,974",3953,16.41,$242.12*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%20512G&id=16183,417 MBytes/Sec,305 MBytes/Sec,361 MBytes/Sec,40 MBytes/Sec
1334,6982,Samsung SSD 860 PRO 512GB,476.9 GB,"5,232",2968,29.07,$180.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20860%20PRO%20512GB&id=15578,518 MBytes/Sec,465 MBytes/Sec,462 MBytes/Sec,46 MBytes/Sec
1335,6989,Samsung SSD 870 EVO 1TB,931.5 GB,"5,008",3015,83.48,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20870%20EVO%201TB&id=27739,521 MBytes/Sec,466 MBytes/Sec,426 MBytes/Sec,46 MBytes/Sec
1336,6990,Samsung SSD 870 EVO 250G,232.9 GB,"2,172",7093,43.93,$49.45,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20870%20EVO%20250G&id=28174,217 MBytes/Sec,194 MBytes/Sec,185 MBytes/Sec,34 MBytes/Sec
1337,6991,Samsung SSD 870 EVO 250GB,232.9 GB,"4,424",3335,118.01,$37.49,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20870%20EVO%20250GB&id=27689,480 MBytes/Sec,378 MBytes/Sec,369 MBytes/Sec,42 MBytes/Sec
1338,6992,Samsung SSD 870 EVO 2TB,1.8 TB,"5,377",2949,44.81,$119.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20870%20EVO%202TB&id=27911,553 MBytes/Sec,502 MBytes/Sec,476 MBytes/Sec,50 MBytes/Sec
1339,6993,Samsung SSD 870 EVO 4TB,3.6 TB,"8,770",2645,43.85,$199.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20870%20EVO%204TB&id=28275,837 MBytes/Sec,817 MBytes/Sec,812 MBytes/Sec,56 MBytes/Sec
1340,6994,Samsung SSD 870 EVO 500G,465.8 GB,"3,860",4148,67.78,$56.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20870%20EVO%20500G&id=29223,415 MBytes/Sec,321 MBytes/Sec,324 MBytes/Sec,39 MBytes/Sec
1341,6995,Samsung SSD 870 EVO 500GB,465.8 GB,"4,573",3223,87.97,$51.98,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20870%20EVO%20500GB&id=27735,492 MBytes/Sec,399 MBytes/Sec,388 MBytes/Sec,43 MBytes/Sec
1342,7000,Samsung SSD 950 Pro 256GB NVMe,238.5 GB,"12,144",2194,121.46,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20950%20Pro%20256GB%20NVMe&id=10708,"1,821 MBytes/Sec",870 MBytes/Sec,689 MBytes/Sec,52 MBytes/Sec
1343,7001,Samsung SSD 950 Pro 512GB NVMe,476.9 GB,"14,719",1746,29.44,$499.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20950%20Pro%20512GB%20NVMe&id=10841,"2,011 MBytes/Sec","1,265 MBytes/Sec",883 MBytes/Sec,52 MBytes/Sec
1344,7003,Samsung SSD 960 EVO 1TB,931.5 GB,"17,794",1372,118.64,$149.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20960%20EVO%201TB&id=13395,"2,527 MBytes/Sec","1,616 MBytes/Sec",862 MBytes/Sec,54 MBytes/Sec
1345,7004,Samsung SSD 960 EVO 250GB,232.9 GB,"14,818",1734,251.15,$59.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20960%20EVO%20250GB&id=13210,"2,357 MBytes/Sec","1,304 MBytes/Sec",522 MBytes/Sec,44 MBytes/Sec
1346,7005,Samsung SSD 960 EVO 500GB,465.8 GB,"16,376",1536,174.41,$93.89,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20960%20EVO%20500GB&id=13235,"2,397 MBytes/Sec","1,541 MBytes/Sec",694 MBytes/Sec,50 MBytes/Sec
1347,7006,Samsung SSD 960 PRO 1TB,953.9 GB,"19,094",1213,66.66,$286.44,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20960%20PRO%201TB&id=13233,"2,634 MBytes/Sec","1,691 MBytes/Sec","1,060 MBytes/Sec",61 MBytes/Sec
1348,7007,Samsung SSD 960 PRO 2TB,1.9 TB,"18,354",1304,31.11,$589.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20960%20PRO%202TB&id=13521,"2,514 MBytes/Sec","1,652 MBytes/Sec","1,049 MBytes/Sec",56 MBytes/Sec
1349,7008,Samsung SSD 960 PRO 512GB,476.9 GB,"18,994",1229,191.86,$99.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20960%20PRO%20512GB&id=12871,"2,643 MBytes/Sec","1,707 MBytes/Sec","1,002 MBytes/Sec",63 MBytes/Sec
1350,7013,Samsung SSD 970 EVO 1TB,931.5 GB,"21,613",930,309.12,$69.92,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20970%20EVO%201TB&id=15942,"2,715 MBytes/Sec","1,858 MBytes/Sec","1,513 MBytes/Sec",79 MBytes/Sec
1351,7014,Samsung SSD 970 EVO 250GB,232.9 GB,"15,538",1638,518.11,$29.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20970%20EVO%20250GB&id=15887,"2,527 MBytes/Sec","1,274 MBytes/Sec",581 MBytes/Sec,73 MBytes/Sec
1352,7015,Samsung SSD 970 EVO 2TB,1.8 TB,"23,198",764,198.19,$117.05,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20970%20EVO%202TB&id=16033,"2,787 MBytes/Sec","2,137 MBytes/Sec","1,747 MBytes/Sec",74 MBytes/Sec
1353,7016,Samsung SSD 970 EVO 500GB,465.8 GB,"19,388",1178,388.14,$49.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20970%20EVO%20500GB&id=15854,"2,836 MBytes/Sec","1,517 MBytes/Sec","1,095 MBytes/Sec",79 MBytes/Sec
1354,7017,Samsung SSD 970 EVO Plus 1TB,931.5 GB,"24,611",659,112.9,$217.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20970%20EVO%20Plus%201TB&id=22895,"2,913 MBytes/Sec","2,262 MBytes/Sec","1,836 MBytes/Sec",83 MBytes/Sec
1355,7018,Samsung SSD 970 EVO Plus 250GB,232.9 GB,"18,689",1260,267.02,$69.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20970%20EVO%20Plus%20250GB&id=22981,"2,733 MBytes/Sec","1,668 MBytes/Sec",872 MBytes/Sec,79 MBytes/Sec
1356,7019,Samsung SSD 970 EVO Plus 2TB,1.8 TB,"26,428",563,53.72,$492.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20970%20EVO%20Plus%202TB&id=23827,"2,969 MBytes/Sec","2,481 MBytes/Sec","2,149 MBytes/Sec",86 MBytes/Sec
1357,7020,Samsung SSD 970 EVO Plus 500GB,465.8 GB,"21,435",960,194.88,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Samsung%20SSD%20970%20EVO%20Plus%20500GB&id=22823,"2,809 MBytes/Sec","1,858 MBytes/Sec","1,385 MBytes/Sec",83 MBytes/Sec
