,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
3347,Samsung M393B1K70QB0-CK0 8GB,47,10.5,7.8,NA
3348,Samsung M393B1K70QB0-CMA 8GB,46,11.3,8.8,NA
3349,Samsung M393B1K70QB0-YH9 8GB,32,10.8,7.1,NA
3350,Samsung M393B1K70QB0-YK0 8GB,52,9.9,8.3,$157.95*
3351,Samsung M393B1K73DH0-CK0 8GB,27,11.4,10.5,NA
3352,Samsung M393B2G70AH0-YH9 16GB,55,9.4,7.8,$45.51*
3353,Samsung M393B2G70BH0-CH9 16GB,33,8.0,7.3,$45.51*
3354,Samsung M393B2G70BH0-CK0 16GB,54,9.2,8.1,$40.99*
3355,Samsung M393B2G70BH0-YH9 16GB,50,9.6,7.4,$45.00*
3356,Samsung M393B2G70BH0-YK0 16GB,63,8.1,7.5,$33.99*
3357,Samsung M393B2G70DB0-CK0 16GB,42,10.7,9.2,$99.00*
3358,Samsung M393B2G70DB0-CMA 16GB,54,10.1,8.1,$60.99*
3359,Samsung M393B2G70DB0-YK0 16GB,51,9.8,7.4,$57.68*
3360,Samsung M393B2G70DH0-CMA 16GB,30,11.9,8.4,NA
3361,Samsung M393B2G70EB0-CMA 16GB,43,10.4,7.5,$76.00*
3362,Samsung M393B2G70EB0-YK0 16GB,54,8.3,7.0,NA
3363,Samsung M393B2G70QH0-CK0 16GB,42,10.7,8.7,$99.00*
3364,Samsung M393B2G70QH0-CMA 16GB,55,9.8,8.0,$99.99*
3365,Samsung M393B2G70QH0-YK0 16GB,63,8.2,6.3,$99.00*
3366,Samsung M393B2K70CM0-CF8 16GB,33,7.2,3.5,$59.95*
3367,Samsung M393B2K70CM0-YF8 16GB,41,9.1,6.8,$77.25*
3368,Samsung M393B2K70DM0-CF8 16GB,34,6.7,3.2,$19.00*
3369,Samsung M393B2K70DMB-YH9 16GB,50,8.8,6.4,$50.02*
3370,Samsung M393B4G70AM0-YF8 32GB,54,9.5,8.1,NA
3371,Samsung M393B4G70BM0-YH9 32GB,41,9.2,6.6,$97.50*
3372,Samsung M393B4G70EMB-CK0 32GB,63,8.5,7.5,NA
3373,Samsung M393B4G70EMB-CMA 32GB,45,11.4,8.4,NA
3374,Samsung M393B5170DZ1-CH9 4GB,31,9.5,9.0,$21.53*
3375,Samsung M393B5170EH1-CF8 4GB,33,9.6,8.4,$12.95*
3376,Samsung M393B5170EH1-CH9 4GB,51,10.2,7.6,$8.79*
3377,Samsung M393B5170FH0-CH9 4GB,50,9.9,7.9,$24.95*
3378,Samsung M393B5170FH0-CK0 4GB,27,11.8,7.3,NA
3379,Samsung M393B5170FH0-YH9 4GB,56,9.0,7.1,$99.00*
3380,Samsung M393B5170FHD-CF8 4GB,34,6.6,3.3,$99.00*
3381,Samsung M393B5170FHD-CH9 4GB,32,10.7,8.2,$21.53*
3382,Samsung M393B5170GB0-CH9 4GB,48,10.4,7.8,$59.88*
3383,Samsung M393B5170GB0-CK0 4GB,45,10.9,8.7,NA
3384,Samsung M393B5170GB0-CMA 4GB,46,11.6,8.8,NA
3385,Samsung M393B5170GB0-YH9 4GB,49,8.5,6.6,NA
3386,Samsung M393B5173QH0-CMA 4GB,28,12.5,9.1,NA
3387,Samsung M393B5270CH0-CH9 4GB,42,10.6,9.0,$25.83*
3388,Samsung M393B5270DH0-CK0 4GB,44,10.8,7.8,$27.06*
3389,Samsung M393B5270DH0-YH9 4GB,48,8.1,6.9,$24.99*
3390,Samsung M393B5270DH0-YK0 4GB,28,10.8,9.3,$20.91*
3391,Samsung M393B5273BH1-CH9 4GB,30,9.2,7.1,NA
3392,Samsung M393B5273CH0-CH9 4GB,61,8.5,6.8,$44.00*
3393,Samsung M393B5273DH0-YK0 4GB,34,8.5,7.6,$26.00*
3394,Samsung M471B1B1B1B1B1K0 8GB,27,9.8,5.3,NA
3395,Samsung M471B1G73AH0-CH9 8GB,36,8.3,5.2,NA
3396,Samsung M471B1G73BH0-CH9 8GB,29,10.8,6.5,NA
3397,Samsung M471B1G73BH0-CK0 8GB,44,13.3,9.0,NA
3398,Samsung M471B1G73BH0-YH9 8GB,29,9.5,5.1,NA
3399,Samsung M471B1G73BH0-YK0 8GB,44,12.6,8.5,$34.00*
3400,Samsung M471B1G73BH0-YK0K0 8GB,29,10.3,5.2,NA
3401,Samsung M471B1G73CB0-CK0 8GB,38,13.9,9.2,$136.99*
3402,Samsung M471B1G73CB0-YK0 8GB,40,13.7,9.3,$124.95*
3403,Samsung M471B1G73DB0-YK0 8GB,45,12.7,9.1,$49.99*
3404,Samsung M471B1G73DM0-YK0 8GB,30,10.4,6.1,NA
3405,Samsung M471B1G73DX0-YK0 8GB,29,11.3,6.6,NA
3406,Samsung M471B1G73EB0-CMA 8GB,30,10.2,8.8,NA
3407,Samsung M471B1G73EB0-YK0 8GB,46,13.2,9.1,$31.75*
3408,Samsung M471B1G73QH0-YK0 8GB,48,12.5,8.9,NA
3409,Samsung M471B5173BH0-CH9 4GB,35,8.4,4.5,NA
3410,Samsung M471B5173BH0-CK0 4GB,42,12.9,8.0,$19.00*
3411,Samsung M471B5173BH0-YK0 4GB,44,12.0,8.0,$18.60*
3412,Samsung M471B5173CB0-YK0 4GB,42,11.9,7.9,$19.00*
3413,Samsung M471B5173DB0-YK0 4GB,46,12.1,8.0,$27.54*
3414,Samsung M471B5173DX0-YK0 4GB,29,13.0,8.6,NA
3415,Samsung M471B5173EB0-YK0 4GB,44,13.5,8.3,$14.32*
3416,Samsung M471B5173QH0-YK0 4GB,45,12.4,8.2,$40.00*
3417,Samsung M471B5173QHY-YK0 4GB,33,12.2,8.5,NA
3418,Samsung M471B5273BH1-CF8 4GB,36,7.6,6.6,NA
3419,Samsung M471B5273CH0-CF8 4GB,31,6.6,3.6,$30.75*
3420,Samsung M471B5273CH0-CH9 4GB,47,10.1,7.0,$21.00*
3421,Samsung M471B5273CH0-CK0 4GB,38,12.7,9.1,$20.00*
3422,Samsung M471B5273CH0-YK0 4GB,58,10.1,7.3,$19.00*
3423,Samsung M471B5273CM0-CK0 4GB,27,13.4,9.3,NA
3424,Samsung M471B5273DH0-CH9 4GB,46,11.4,7.9,$32.78*
3425,Samsung M471B5273DH0-CK0 4GB,42,13.6,9.4,$16.85*
3426,Samsung M471B5273DH0-YH0 8GB,25,10.2,5.5,NA
3427,Samsung M471B5273DH0-YH9 4GB,28,6.2,4.4,NA
3428,Samsung M471B5273DH0-YK0 4GB,41,12.9,9.0,NA
3429,Samsung M471B5273DM0-CH9 4GB,30,6.6,4.0,NA
3430,Samsung M471B5273DM0-CK0 4GB,27,13.3,9.9,NA
3431,Samsung M471B5273EB0-CH9 4GB,30,9.1,6.6,NA
3432,Samsung M471B5273EB0-CK0 4GB,46,11.6,8.9,$20.00*
3433,Samsung M471B5273EB0-YK0 4GB,30,12.5,8.6,NA
3434,Samsung M471B5673EH1-CF8 2GB,29,9.4,6.2,NA
3435,Samsung M471B5673EH1-CH9 2GB,28,11.7,8.5,$10.00*
3436,Samsung M471B5673FH0-CF8 2GB,30,10.6,6.8,$14.99*
3437,Samsung M471B5673FH0-CH9 2GB,41,11.1,8.2,$9.99*
3438,Samsung M471B5674QH0-YK0 2GB,38,7.2,3.0,$20.95*
3439,Samsung M471B5773CHS-CF8 2GB,29,5.7,3.0,NA
3440,Samsung M471B5773CHS-CH9 2GB,31,9.8,6.7,$9.99*
3441,Samsung M471B5773DH0-CH9 2GB,43,10.9,7.3,$74.75*
3442,Samsung M471B5773DH0-CK0 2GB,27,12.2,7.8,$9.00*
3443,Samsung M471B5773DH0-YK0 2GB,36,9.4,6.7,NA
3444,Samsung M471B5773EB0-CK0 2GB,67,5.4,3.6,NA
3445,Samsung M471J 8GB,26,13.8,10.0,NA
3446,Samsung M473B5273DH0-YK0 4GB,30,12.6,8.7,NA
3447,Samsung SGB724GABBA28R4-SD 32GB,47,10.7,7.8,NA
3448,Samsung TRV16G36CA9VLD-Z8 16GB,28,11.2,11.0,NA
3449,Samsung TXRUI-- 4G 1333 4GB,64,6.7,4.7,NA
3450,Samsung Wiser1G73BH0-CK0 8GB,27,15.1,9.7,NA
3451,SanMax Technologies Inc. 8G28CP-16KL-BK8 8GB,27,13.5,8.3,NA
3452,SanMax Technologies Inc. 8G28N1P-16K 8GB,27,12.4,10.0,NA
3453,SanMax Technologies Inc. 8G28N1P-16KL-BK8 8GB,26,15.0,10.3,NA
3454,SanMax Technologies Inc. SMD-4G28C1P-16KL 4GB,26,14.5,8.5,NA
3455,SanMax Technologies Inc. SMD-4G28C1VLP-16K 4GB,25,14.5,8.9,NA
3456,SanMax Technologies Inc. SMD-4G28CVLP-16KL 4GB,30,13.1,8.8,NA
3457,SanMax Technologies Inc. SMD-4G28H2P-16KL 4GB,26,13.8,7.3,NA
3458,SanMax Technologies Inc. SMD-4G28HP-16K 4GB,64,7.0,4.9,NA
3459,SanMax Technologies Inc. SMD-4G28N1VLP-16K 4GB,26,13.6,8.3,NA
3460,SanMax Technologies Inc. SMD-4G28NP-16KL 4GB,26,14.0,7.6,NA
3461,SanMax Technologies Inc. SMD-4G28NVLP-16K 4GB,24,15.0,8.7,NA
3462,SanMax Technologies Inc. SMD-4G68CP-16K 4GB,26,13.8,9.0,NA
3463,SanMax Technologies Inc. SMD-4G68CP-16KL-BK 4GB,27,12.4,9.5,NA
3464,SanMax Technologies Inc. SMD-4G68H1P-16K 4GB,41,14.0,9.1,NA
3465,SanMax Technologies Inc. SMD-4G68H1P-16K-BK 4GB,26,13.0,11.4,NA
3466,SanMax Technologies Inc. SMD-4G68HP-16K 4GB,24,13.3,10.8,NA
3467,SanMax Technologies Inc. SMD-4G68NP-13H 4GB,68,6.2,5.0,NA
3468,SanMax Technologies Inc. SMD-4G68NP-16K-BK 4GB,25,13.9,9.3,NA
3469,SanMax Technologies Inc. SMD-8G28C1P-16K 8GB,36,13.9,9.5,NA
3470,SanMax Technologies Inc. SMD-8G28C2G-16K 8GB,25,16.3,10.2,NA
3471,SanMax Technologies Inc. SMD-8G28CP-16KL 8GB,28,8.6,4.7,NA
3472,SanMax Technologies Inc. SMD-8G28H1P-16K 8GB,25,14.9,10.2,NA
3473,SanMax Technologies Inc. SMD-8G28NG-16K 8GB,24,14.8,9.7,NA
3474,SanMax Technologies Inc. SMD-8G28NP-16K 8GB,24,14.7,9.7,NA
3475,SanMax Technologies Inc. SMD-8G28NP-16K-BK8 8GB,26,14.3,9.7,NA
3476,SanMax Technologies Inc. SMD-N4G28C1P-16KL 4GB,28,12.5,7.0,NA
3477,SanMax Technologies Inc. SMD-N4G28HP-16K 4GB,48,10.9,6.4,NA
3478,SanMax Technologies Inc. SMD3-E4G28HAL-16KB 4GB,28,10.3,9.3,NA
3479,SanMax Technologies Inc. SMD3-U8G28HA-16K 8GB,27,14.8,10.0,NA
3480,SanMax Technologies Inc. SMD3L-S8G28HA-16K 8GB,27,9.6,5.1,NA
3481,SanMax Technologies Inc. SMD3L-U4G28HA-16K 4GB,25,14.6,8.6,NA
3482,SanMax Technologies Inc. SMD3L-U8G28HA-16K 8GB,26,14.1,9.7,NA
3483,Seiko Instruments F3-12800CL9-4GBRL 512GB,66,6.4,4.6,NA
3484,Shanghai Kuxin Microelectronics Ltd NMSO340C81-1600D 4GB,28,13.4,9.2,NA
3485,Shanghai Kuxin Microelectronics Ltd NMSO380D81-1866DA 8GB,29,10.4,9.2,NA
3486,Shanghai Kuxin Microelectronics Ltd NMUD340C81-1333CA 4GB,69,6.2,5.0,NA
3487,Shanghai Kuxin Microelectronics Ltd NMUD380D81-1600C 8GB,27,13.8,9.8,NA
3488,Shenzhen Xingmem Technology Corp 36JSF1G72PZ-1G9K1 8GB,29,11.0,9.3,NA
3489,Shenzhen Xingmem Technology Corp KHX1866C10D3/8G 8GB,25,12.3,8.4,NA
3490,Shenzhen Xingmem Technology Corp KRE-D3S1600M/8G 8GB,27,13.3,9.6,NA
3491,Shenzhen Xingmem Technology Corp KRE-D3U1333M/4G 4GB,24,13.8,8.7,NA
3492,Shenzhen Xingmem Technology Corp KRE-D3U1333M/8G 8GB,26,8.1,4.4,NA
3493,Shenzhen Xingmem Technology Corp KRE-D3U1600M/4G 4GB,25,13.0,8.7,NA
3494,Shenzhen Xingmem Technology Corp KRE-D3U1600M/8G 8GB,26,12.5,8.4,NA
3495,Shenzhen Xingmem Technology Corp M393B2G70DB0-CMX 16GB,31,10.4,9.4,NA
3496,Shenzhen Xingmem Technology Corp M393B5170GB0-CH9 4GB,33,9.8,8.4,NA
3497,Shenzhen Yong Sheng Technology 9965447-056.A00LF 4GB,43,10.8,7.4,NA
3498,Shenzhen Yong Sheng Technology M378B1G73EB0-CK0 8GB,44,13.7,9.1,NA
3499,Shenzhen Yong Sheng Technology M378B5273DH0-CK0 4GB,42,14.6,8.5,NA
3500,Shenzhen Yong Sheng Technology YXS1866C10D3/8G 8GB,32,8.2,5.2,NA
3501,Silicon Power Computer & Communications DBLT2GN568,24,14.1,7.9,NA
3502,Silicon Power Computer & Communications DBLT4GN128S 4GB,27,11.2,5.6,NA
3503,Silicon Power Computer & Communications DBLT4GN568,25,12.5,7.1,NA
3504,Silicon Power Computer & Communications DBLT4GN568O 4GB,66,6.5,3.4,NA
3505,Silicon Power Computer & Communications DBLT8GN128,27,11.3,6.2,NA
3506,Silicon Power Computer & Communications DBST8GN128,33,12.2,8.0,NA
3507,Silicon Power Computer & Communications DCLT2GN568S 2GB,48,5.4,4.3,NA
3508,Silicon Power Computer & Communications DCLT2GN568S V1.1 2GB,26,10.4,4.7,NA
3509,Silicon Power Computer & Communications DCLT4GN128,25,13.5,8.1,NA
3510,Silicon Power Computer & Communications DCLT4GN128S 4GB,37,14.2,8.6,NA
3511,Silicon Power Computer & Communications DCLT4GN568,24,14.3,8.9,NA
3512,Silicon Power Computer & Communications DCLT4GN568O V1.1 4GB,26,13.7,9.8,NA
3513,Silicon Power Computer & Communications DCLT4GN568S 4GB,24,11.8,10.3,NA
3514,Silicon Power Computer & Communications DCLT4GN568S V1.1 4GB,26,13.7,9.7,NA
3515,Silicon Power Computer & Communications DCLT8GN128,24,12.8,7.7,NA
3516,Silicon Power Computer & Communications DCLT8GN128S 8GB,35,14.5,9.1,NA
3517,Silicon Power Computer & Communications DCST4GN128S 4GB,52,3.9,3.4,NA
3518,Silicon Power Computer & Communications DCST8GN128S 8GB,46,11.8,8.4,NA
3519,Silicon Power Computer & Communications SP002GBLTU160V01 2GB,25,15.1,8.7,NA
3520,Silicon Power Computer & Communications SP004GBLTU133N01 4GB,27,8.9,4.1,NA
3521,Silicon Power Computer & Communications SP004GBLTU160N02 4GB,37,13.7,8.1,NA
3522,Silicon Power Computer & Communications SP004GBLTU160V01 4GB,69,6.8,4.8,NA
3523,Silicon Power Computer & Communications SP004GLLTU160N02 4GB,24,10.8,4.8,$24.00
3524,Silicon Power Computer & Communications SP004GLSTU160N02 4GB,40,8.8,6.1,$29.00*
3525,Silicon Power Computer & Communications SP004GXLYU16ANSA 4GB,27,14.5,8.4,NA
3526,Silicon Power Computer & Communications SP004GXLYU240NSA 4GB,65,6.5,4.7,NA
3527,Silicon Power Computer & Communications SP004GXLYU24ANSA 4GB,54,7.8,5.7,NA
3528,Silicon Power Computer & Communications SP008GBLTU160N01 8GB,69,6.6,3.5,NA
3529,Silicon Power Computer & Communications SP008GBLTU160N02 8GB,41,13.1,8.6,NA
3530,Silicon Power Computer & Communications SP008GLLTU160N02 8GB,41,14.4,9.2,NA
3531,Silicon Power Computer & Communications SP008GLSTU160N01 8GB,29,9.6,5.3,NA
3532,Silicon Power Computer & Communications SP008GLSTU160N02 8GB,43,13.8,9.2,$53.00
3533,Silicon Power Computer & Communications SP008GXLYU16ANSA 8GB,59,7.1,5.2,NA
3534,Silicon Power Computer & Communications SP008GXLYU186NSA 8GB,37,15.6,9.4,NA
3535,Silicon Power Computer & Communications SP008GXLYU240NSA 8GB,35,14.0,8.8,NA
3536,Silicon Power Computer & Communications SP008GXLYU24ANSA 8GB,24,16.2,10.7,NA
3537,SK Hynix  8GB,43,13.6,10.1,NA
3538,SK Hynix 69003862 4GB,28,13.3,8.6,NA
3539,SK Hynix 8GB36-H9 8GB,30,10.7,9.6,NA
3540,SK Hynix CT102464BF160B.C16 8GB,29,11.2,5.6,NA
3541,SK Hynix DMT325U6BFR8C-H9 2GB,28,12.5,7.6,NA
3542,SK Hynix DMT351E6CFR8C-H9 4GB,69,6.0,2.9,NA
3543,SK Hynix DMT351E6EFR8C-H9 4GB,25,9.4,4.6,NA
3544,SK Hynix DMT451E6AFR8C-H9 4GB,25,12.6,7.7,NA
3545,SK Hynix DMT451E6AFR8C-PB 4GB,28,11.1,7.2,NA
3546,SK Hynix DMT451E6BFR8C-PB 4GB,36,14.3,8.3,NA
3547,SK Hynix HMT112U6TFR8C-G7 1GB,69,6.3,4.1,NA
3548,SK Hynix HMT112U6TFR8C-H9 1GB,27,14.2,7.8,NA
3549,SK Hynix HMT125S6TFR8C-G7 2GB,29,6.9,3.8,NA
3550,SK Hynix HMT125S6TFR8C-H9 2GB,27,11.9,8.6,NA
3551,SK Hynix HMT125U6BFR8C-H9 2GB,73,5.0,7.4,NA
3552,SK Hynix HMT125U6DFR8C-H9 2GB,26,14.8,8.4,NA
3553,SK Hynix HMT125U6TFR8C-H9 2GB,30,11.7,7.8,NA
3554,SK Hynix HMT151R7BFR4C-H9 4GB,47,10.8,7.7,NA
3555,SK Hynix HMT151R7TFR4C-H9 4GB,49,10.4,7.3,NA
3556,SK Hynix HMT31GR7BFR4A-H9 8GB,44,11.3,7.8,NA
3557,SK Hynix HMT31GR7BFR4C-H9 8GB,58,8.2,6.4,NA
3558,SK Hynix HMT31GR7BFR4C-PB 8GB,45,11.0,9.2,NA
3559,SK Hynix HMT31GR7CFR4A-H9 8GB,36,8.6,7.8,NA
3560,SK Hynix HMT31GR7CFR4A-PB 8GB,30,10.5,10.4,NA
3561,SK Hynix HMT31GR7CFR4C-PB 8GB,58,9.4,7.8,NA
3562,SK Hynix HMT31GR7EFR4A-H9 8GB,30,10.6,7.4,NA
3563,SK Hynix HMT31GR7EFR4A-PB 8GB,49,11.7,7.9,NA
3564,SK Hynix HMT31GR7EFR4C-H9 8GB,32,8.9,6.6,NA
3565,SK Hynix HMT31GR7EFR4C-PB 8GB,34,6.2,7.9,NA
3566,SK Hynix HMT31GR7EFR4C-RD 8GB,27,11.4,10.0,NA
3567,SK Hynix HMT325S6BFR8C-H9 2GB,51,9.9,6.6,NA
3568,SK Hynix HMT325S6CFR8C-H9 2GB,43,10.7,6.8,NA
3569,SK Hynix HMT325S6CFR8C-PB 2GB,39,12.2,7.9,NA
3570,SK Hynix HMT325S6EFR8A-PB 2GB,29,9.6,6.7,NA
3571,SK Hynix HMT325U6BFR8C-H9 2GB,39,12.8,7.7,NA
3572,SK Hynix HMT325U6CFR8C-H9 2GB,44,12.7,7.6,NA
3573,SK Hynix HMT325U6CFR8C-PB 2GB,43,12.3,8.1,NA
3574,SK Hynix HMT325U6EFR8C-PB 2GB,46,12.0,8.5,NA
3575,SK Hynix HMT325U7BFR8A-H9 2GB,35,8.4,6.6,NA
3576,SK Hynix HMT325U7CFR8C-PB 2GB,58,6.1,7.0,NA
3577,SK Hynix HMT325U7EFR8C-RD 2GB,25,12.8,8.0,NA
3578,SK Hynix HMT351R7BFR8A-H9 4GB,46,12.0,9.1,NA
3579,SK Hynix HMT351R7BFR8C-H9 4GB,45,11.5,8.8,NA
3580,SK Hynix HMT351R7CFR4A-PB 4GB,43,10.9,9.2,NA
3581,SK Hynix HMT351R7CFR4C-PB 4GB,36,8.1,5.8,NA
3582,SK Hynix HMT351R7CFR8A-H9 4GB,56,6.8,4.2,NA
3583,SK Hynix HMT351R7CFR8A-PB 4GB,33,5.9,3.9,NA
3584,SK Hynix HMT351R7EFR4A-H9 4GB,36,8.6,6.3,NA
3585,SK Hynix HMT351R7EFR8C-RD 4GB,37,9.8,7.2,NA
3586,SK Hynix HMT351S6AFR8C-G7 4GB,30,12.0,7.0,NA
3587,SK Hynix HMT351S6AFR8C-H9 4GB,34,8.5,7.6,NA
3588,SK Hynix HMT351S6BFR8C-H9 4GB,48,10.9,7.5,NA
3589,SK Hynix HMT351S6CFR8A-PB 4GB,38,13.2,9.4,NA
3590,SK Hynix HMT351S6CFR8C-H9 4GB,46,10.3,7.6,NA
3591,SK Hynix HMT351S6CFR8C-PB 4GB,45,12.6,9.1,NA
3592,SK Hynix HMT351S6EFR8A-PB 4GB,45,12.6,9.3,NA
3593,SK Hynix HMT351S6EFR8C-PB 4GB,42,13.3,9.2,NA
3594,SK Hynix HMT351U6AFR8C-H9 4GB,25,14.4,7.8,NA
3595,SK Hynix HMT351U6BFR8C-H9 4GB,41,13.9,8.4,NA
3596,SK Hynix HMT351U6CFR8C-H9 4GB,42,13.7,8.3,NA
3597,SK Hynix HMT351U6CFR8C-PB 4GB,42,14.1,9.5,NA
3598,SK Hynix HMT351U6EFR8C-PB 4GB,42,14.0,9.2,NA
3599,SK Hynix HMT351U6EFR8C-RD 4GB,85,6.5,4.4,NA
3600,SK Hynix HMT351U7AFR8C-G7 4GB,37,8.8,5.7,NA
3601,SK Hynix HMT351U7BFR8A-H9 4GB,25,12.9,8.7,NA
3602,SK Hynix HMT351U7BFR8C-H9 4GB,26,12.2,8.3,NA
3603,SK Hynix HMT351U7CFR8A-H9 4GB,28,14.1,8.5,NA
3604,SK Hynix HMT351U7CFR8A-PB 4GB,47,10.0,8.9,NA
3605,SK Hynix HMT351U7CFR8C-H9 4GB,69,4.7,4.5,NA
3606,SK Hynix HMT351U7CFR8C-PB 4GB,39,10.8,8.1,NA
3607,SK Hynix HMT351U7EFR8C-RD 4GB,59,7.5,5.5,NA
3608,SK Hynix HMT351V7BMR4C-H9 4GB,29,11.7,9.1,NA
3609,SK Hynix HMT41GR7AFR4A-PB 8GB,29,10.7,10.2,NA
3610,SK Hynix HMT41GR7AFR4C-PB 8GB,32,11.2,6.9,NA
3611,SK Hynix HMT41GR7AFR4C-RD 8GB,53,9.3,7.2,NA
3612,SK Hynix HMT41GR7AFR8A-PB 8GB,82,4.2,3.5,NA
3613,SK Hynix HMT41GR7AFR8C-RD 8GB,30,11.8,8.1,NA
3614,SK Hynix HMT41GR7BFR8A-PB 8GB,39,6.6,3.5,NA
3615,SK Hynix HMT41GR7MFR4C-PB 8GB,46,7.7,8.1,NA
3616,SK Hynix HMT41GS6AFR8A-PB 8GB,47,12.5,8.8,NA
3617,SK Hynix HMT41GS6AFR8C-PB 8GB,41,13.5,9.2,NA
3618,SK Hynix HMT41GS6BFR8A-PB 8GB,46,12.9,9.0,NA
3619,SK Hynix HMT41GS6BFR8A-RD 8GB,38,13.8,9.9,NA
3620,SK Hynix HMT41GS6DFR8A-PB 8GB,37,14.4,9.6,NA
3621,SK Hynix HMT41GS6MFR8A-PB 8GB,45,13.7,9.8,NA
3622,SK Hynix HMT41GS6MFR8C-H9 8GB,29,11.4,8.2,NA
3623,SK Hynix HMT41GS6MFR8C-PB 8GB,43,13.7,9.1,NA
3624,SK Hynix HMT41GU6AFR8A-PB 8GB,42,14.4,9.3,NA
3625,SK Hynix HMT41GU6AFR8C-PB 8GB,42,14.3,9.4,NA
3626,SK Hynix HMT41GU6BFR8A-PB 8GB,41,14.4,9.8,NA
3627,SK Hynix HMT41GU6BFR8C-PB 8GB,46,14.4,9.4,NA
3628,SK Hynix HMT41GU6DFR8A-PB 8GB,42,14.4,9.5,NA
3629,SK Hynix HMT41GU6DFR8C-PB 8GB,67,6.4,3.5,NA
3630,SK Hynix HMT41GU6MFR8C-H9 8GB,42,14.3,7.9,NA
3631,SK Hynix HMT41GU6MFR8C-PB 8GB,46,13.7,9.1,NA
3632,SK Hynix HMT41GU7AFR8A-PB 8GB,42,14.5,9.4,NA
3633,SK Hynix HMT41GU7AFR8C-RD 8GB,36,14.2,8.2,NA
3634,SK Hynix HMT41GU7BFR8A-PB 8GB,41,13.7,9.3,NA
3635,SK Hynix HMT41GU7BFR8C-PB 8GB,37,15.7,9.5,NA
3636,SK Hynix HMT41GU7BFR8C-RD 8GB,40,14.6,9.7,NA
3637,SK Hynix HMT41GU7MFR8A-H9 8GB,27,14.8,9.0,NA
3638,SK Hynix HMT41GU7MFR8A-PB 8GB,38,9.4,6.0,NA
3639,SK Hynix HMT41GV7BMR4A-H9 8GB,29,12.0,8.0,NA
3640,SK Hynix HMT41GV7MFR8C-H9 8GB,39,7.3,6.5,NA
3641,SK Hynix HMT425S6AFR6A-PB 2GB,28,12.6,8.2,NA
3642,SK Hynix HMT425S6CFR6A-PB 2GB,41,10.1,7.1,NA
3643,SK Hynix HMT425U6AFR6A-PB 2GB,24,14.1,8.1,NA
3644,SK Hynix HMT425U6AFR6C-PB 2GB,42,14.2,8.8,NA
3645,SK Hynix HMT42GR7AFR4A-PB 16GB,45,11.2,7.8,NA
3646,SK Hynix HMT42GR7AFR4C-RD 16GB,52,9.9,8.2,NA
3647,SK Hynix HMT42GR7BFR4A-PB 16GB,59,9.3,7.7,NA
3648,SK Hynix HMT42GR7BFR4C-PB 16GB,34,9.6,8.8,NA
3649,SK Hynix HMT42GR7BFR4C-RD 16GB,51,10.2,8.3,NA
3650,SK Hynix HMT42GR7BMR4A-G7 16GB,39,5.3,2.6,NA
3651,SK Hynix HMT42GR7BMR4C-G7 16GB,50,10.6,8.9,NA
3652,SK Hynix HMT42GR7BMR4C-H9 16GB,54,6.3,6.6,NA
3653,SK Hynix HMT42GR7CMR4A-G7 16GB,50,10.6,8.6,NA
3654,SK Hynix HMT42GR7CMR4C-H9 16GB,33,10.3,7.3,NA
3655,SK Hynix HMT42GR7MFR4A-PB 16GB,69,8.5,6.4,NA
3656,SK Hynix HMT42GR7MFR4C-PB 16GB,48,10.3,7.7,NA
3657,SK Hynix HMT451R7AFR8A-PB 4GB,33,10.0,7.6,NA
3658,SK Hynix HMT451R7AFR8C-RD 4GB,41,11.7,8.4,NA
3659,SK Hynix HMT451S6AFR8A-PB 4GB,44,12.5,8.0,NA
3660,SK Hynix HMT451S6AFR8C-PB 4GB,45,12.2,7.7,NA
3661,SK Hynix HMT451S6BFR8A-PB 4GB,44,12.6,8.2,NA
3662,SK Hynix HMT451S6BFR8A-RD 4GB,30,14.8,10.7,NA
3663,SK Hynix HMT451S6BFR8C-PB 4GB,26,13.2,7.4,NA
3664,SK Hynix HMT451S6DFR8A-PB 4GB,41,11.6,7.0,NA
3665,SK Hynix HMT451S6MFR8A-PB 4GB,41,12.6,8.2,NA
3666,SK Hynix HMT451S6MFR8C-H9 4GB,38,12.2,6.4,NA
3667,SK Hynix HMT451S6MFR8C-PB 4GB,41,12.5,8.2,NA
3668,SK Hynix HMT451U6AFR8A-PB 4GB,43,14.1,8.2,NA
3669,SK Hynix HMT451U6AFR8C-PB 4GB,43,14.0,8.4,NA
3670,SK Hynix HMT451U6AFR8C-RD 4GB,65,6.2,4.6,NA
3671,SK Hynix HMT451U6BFR8A-PB 4GB,43,14.3,8.6,NA
3672,SK Hynix HMT451U6BFR8C-PB 4GB,42,14.3,8.6,NA
3673,SK Hynix HMT451U6DFR8A-PB 4GB,35,14.4,8.5,NA
3674,SK Hynix HMT451U6MFR8C-PB 4GB,34,13.1,8.6,NA
3675,SK Hynix HMT451U7AFR8A-PB 4GB,26,13.6,8.1,NA
3676,SK Hynix HMT451U7AFR8C-PB 4GB,25,14.2,8.0,NA
3677,SK Hynix HMT451U7AFR8C-RD 4GB,49,11.2,8.1,NA
3678,SK Hynix HMT451U7BFR8C-RD 4GB,42,12.8,9.0,NA
3679,SK Hynix HMT84GL7AMR4A-PB 32GB,68,7.2,7.0,NA
