,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien
3429,Intel Xeon E5-2699 v4 @ 2.20GHz,"24,834",320,6.18,"$4,019.91*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2699+v4+%40+2.20GHz&id=2753
3430,Intel Xeon E5-2699A v4 @ 2.40GHz,"22,586",389,4.57,"$4,938.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2699A+v4+%40+2.40GHz&id=3398
3432,Intel Xeon E5-4603 @ 2.00GHz,"3,391",1978,25.65,$132.19,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4603+%40+2.00GHz&id=2181
3433,Intel Xeon E5-4607 v2 @ 2.60GHz,"6,986",1233,95.96,$72.80*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4607+v2+%40+2.60GHz&id=2828
3434,Intel Xeon E5-4610 @ 2.40GHz,"6,460",1315,30.58,$211.23,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4610+%40+2.40GHz&id=3348
3435,Intel Xeon E5-4610 v3 @ 1.70GHz,"7,229",1196,5.93,"$1,219.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4610+v3+%40+1.70GHz&id=3527
3436,Intel Xeon E5-4617 @ 2.90GHz,"6,298",1354,175.52,$35.88*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4617+%40+2.90GHz&id=2150
3437,Intel Xeon E5-4620 @ 2.20GHz,"6,830",1256,136.59,$50.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4620+%40+2.20GHz&id=2615
3438,Intel Xeon E5-4620 v2 @ 2.60GHz,"9,540",966,104.83,$91.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4620+v2+%40+2.60GHz&id=2620
3439,Intel Xeon E5-4620 v3 @ 2.00GHz,"10,525",900,521.58,$20.18*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4620+v3+%40+2.00GHz&id=3640
3440,Intel Xeon E5-4627 v2 @ 3.30GHz,"9,320",983,18.68,$498.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4627+v2+%40+3.30GHz&id=2510
3441,Intel Xeon E5-4627 v3 @ 2.60GHz,"11,344",851,4.73,"$2,400.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4627+v3+%40+2.60GHz&id=2913
3442,Intel Xeon E5-4627 v4 @ 2.60GHz,"12,969",779,12.97,$999.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4627+v4+%40+2.60GHz&id=3005
3443,Intel Xeon E5-4640 @ 2.40GHz,"7,012",1225,179.81,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4640+%40+2.40GHz&id=1224
3446,Intel Xeon E5-4650 @ 2.70GHz,"8,630",1035,69.60,$124.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4650+%40+2.70GHz&id=1225
3447,Intel Xeon E5-4650 v2 @ 2.40GHz,"11,064",870,22.17,$498.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4650+v2+%40+2.40GHz&id=3386
3448,Intel Xeon E5-4650 v3 @ 2.10GHz,"10,838",884,2.82,"$3,838.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4650+v3+%40+2.10GHz&id=3206
3449,Intel Xeon E5-4650L @ 2.60GHz,"8,472",1050,42.36,$200.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4650L+%40+2.60GHz&id=3039
3450,Intel Xeon E5-4655 v3 @ 2.90GHz,"9,377",976,2.03,"$4,616.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4655+v3+%40+2.90GHz&id=3250
3451,Intel Xeon E5-4657L v2 @ 2.40GHz,"11,613",840,15.46,$751.19*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4657L+v2+%40+2.40GHz&id=2480
3452,Intel Xeon E5-4660 v3 @ 2.10GHz,"14,256",716,2.97,"$4,800.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4660+v3+%40+2.10GHz&id=3010
3453,Intel Xeon E5-4660 v4 @ 2.20GHz,"15,375",658,4.26,"$3,609.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4660+v4+%40+2.20GHz&id=3380
3454,Intel Xeon E5-4667 v3 @ 2.00GHz,"15,397",657,2.69,"$5,729.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4667+v3+%40+2.00GHz&id=3163
3455,Intel Xeon E5-4667 v4 @ 2.20GHz,"20,319",466,3.55,"$5,729.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4667+v4+%40+2.20GHz&id=3902
3456,Intel Xeon E5-4669 v3 @ 2.10GHz,"17,430",573,3.23,"$5,400.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-4669+v3+%40+2.10GHz&id=2678
3458,Intel Xeon E5205 @ 1.86GHz,838,3558,58.75,$14.27*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5205+%40+1.86GHz&id=1226
3459,Intel Xeon E5240 @ 3.00GHz,"1,448",3005,16.32,$88.78*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5240+%40+3.00GHz&id=1227
3460,Intel Xeon E5310 @ 1.60GHz,"1,306",3102,26.65,$49.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5310+%40+1.60GHz&id=1704
3461,Intel Xeon E5320 @ 1.86GHz,"1,469",2988,37.91,$38.75*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5320+%40+1.86GHz&id=1228
3462,Intel Xeon E5335 @ 2.00GHz,"1,549",2932,87.15,$17.77*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5335+%40+2.00GHz&id=1229
3463,Intel Xeon E5345 @ 2.33GHz,"1,868",2724,124.61,$14.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5345+%40+2.33GHz&id=1230
3464,Intel Xeon E5405 @ 2.00GHz,"1,702",2829,7.23,$235.49*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5405+%40+2.00GHz&id=1231
3465,Intel Xeon E5410 @ 2.33GHz,"1,990",2641,186.12,$10.69*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5410+%40+2.33GHz&id=1232
3466,Intel Xeon E5420 @ 2.50GHz,"2,005",2634,8.02,$249.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5420+%40+2.50GHz&id=1233
3467,Intel Xeon E5430 @ 2.66GHz,"2,233",2514,9.71,$229.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5430+%40+2.66GHz&id=1234
3468,Intel Xeon E5440 @ 2.83GHz,"2,369",2421,62.36,$37.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5440+%40+2.83GHz&id=1235
3469,Intel Xeon E5450 @ 3.00GHz,"2,544",2332,68.77,$36.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5450+%40+3.00GHz&id=1236
3470,Intel Xeon E5462 @ 2.80GHz,"2,110",2575,9.33,$226.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5462+%40+2.80GHz&id=1237
3471,Intel Xeon E5472 @ 3.00GHz,"2,286",2481,114.06,$20.04*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5472+%40+3.00GHz&id=1705
3472,Intel Xeon E5502 @ 1.87GHz,837,3559,21.47,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5502+%40+1.87GHz&id=1238
3473,Intel Xeon E5503 @ 2.00GHz,804,3593,6.28,$128.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5503+%40+2.00GHz&id=1239
3474,Intel Xeon E5504 @ 2.00GHz,"1,519",2962,52.39,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5504+%40+2.00GHz&id=1240
3475,Intel Xeon E5506 @ 2.13GHz,"1,967",2654,22.19,$88.63*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5506+%40+2.13GHz&id=1241
3476,Intel Xeon E5507 @ 2.27GHz,"1,928",2681,19.28,$100.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5507+%40+2.27GHz&id=1242
3477,Intel Xeon E5520 @ 2.27GHz,"2,517",2349,29.79,$84.49,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5520+%40+2.27GHz&id=1243
3478,Intel Xeon E5530 @ 2.40GHz,"2,676",2277,89.23,$29.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5530+%40+2.40GHz&id=1244
3479,Intel Xeon E5540 @ 2.53GHz,"2,738",2247,30.79,$88.93,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5540+%40+2.53GHz&id=1245
3480,Intel Xeon E5603 @ 1.60GHz,"1,935",2676,21.74,$89.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5603+%40+1.60GHz&id=1246
3481,Intel Xeon E5606 @ 2.13GHz,"2,365",2426,81.54,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5606+%40+2.13GHz&id=1247
3482,Intel Xeon E5607 @ 2.27GHz,"2,686",2273,77.02,$34.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5607+%40+2.27GHz&id=1248
3483,Intel Xeon E5620 @ 2.40GHz,"3,502",1943,120.77,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5620+%40+2.40GHz&id=1249
3484,Intel Xeon E5630 @ 2.53GHz,"3,754",1869,24.38,$154.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5630+%40+2.53GHz&id=1250
3485,Intel Xeon E5640 @ 2.67GHz,"3,842",1843,132.47,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5640+%40+2.67GHz&id=1251
3486,Intel Xeon E5645 @ 2.40GHz,"4,929",1607,35.98,$137.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5645+%40+2.40GHz&id=1252
3487,Intel Xeon E5649 @ 2.53GHz,"5,265",1549,405.32,$12.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5649+%40+2.53GHz&id=1253
3488,Intel Xeon E7- 2830 @ 2.13GHz,"2,027",2622,1.14,"$1,779.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E7-+2830+%40+2.13GHz&id=3160
3489,Intel Xeon E7-8880 v3 @ 2.30GHz,"18,244",541,137.17,$133.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E7-8880+v3+%40+2.30GHz&id=2831
3490,Intel Xeon E7-8891 v3 @ 2.80GHz,"21,615",417,3.16,"$6,841.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E7-8891+v3+%40+2.80GHz&id=5181
3492,Intel Xeon Gold 5115 @ 2.40GHz,"14,649",691,21.70,$675.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5115+%40+2.40GHz&id=3185
3494,Intel Xeon Gold 5118 @ 2.30GHz,"16,618",606,37.02,$448.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5118+%40+2.30GHz&id=3148
3495,Intel Xeon Gold 5120 @ 2.20GHz,"17,686",563,11.33,"$1,561.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5120+%40+2.20GHz&id=3154
3496,Intel Xeon Gold 5120T @ 2.20GHz,"18,127",546,10.50,"$1,727.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5120T+%40+2.20GHz&id=3229
3497,Intel Xeon Gold 5122 @ 3.60GHz,"8,857",1022,22.20,$399.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5122+%40+3.60GHz&id=3128
3498,Intel Xeon Gold 5215 @ 2.50GHz,"15,624",647,16.42,$951.43,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5215+%40+2.50GHz&id=3620
3499,Intel Xeon Gold 5217 @ 3.00GHz,"15,429",655,14.77,"$1,044.58",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5217+%40+3.00GHz&id=3585
3500,Intel Xeon Gold 5218 @ 2.30GHz,"22,147",398,22.67,$977.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5218+%40+2.30GHz&id=3536
3501,Intel Xeon Gold 5218R @ 2.10GHz,"25,916",299,32.72,$792.14,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5218R+%40+2.10GHz&id=4260
3502,Intel Xeon Gold 5218T @ 2.10GHz,"21,433",425,15.89,"$1,349.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5218T+%40+2.10GHz&id=3439
3503,Intel Xeon Gold 5220 @ 2.20GHz,"24,154",335,23.70,"$1,019.05",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5220+%40+2.20GHz&id=3534
3504,Intel Xeon Gold 5220R @ 2.20GHz,"33,370",177,25.28,"$1,320.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5220R+%40+2.20GHz&id=4217
3505,Intel Xeon Gold 5222 @ 3.80GHz,"9,504",968,7.81,"$1,216.41",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5222+%40+3.80GHz&id=3475
3506,Intel Xeon Gold 5315Y @ 3.20GHz,"20,724",449,10.37,"$1,998.95*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5315Y+%40+3.20GHz&id=4492
3507,Intel Xeon Gold 5317 @ 3.00GHz,"27,402",267,28.27,$969.38,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5317+%40+3.00GHz&id=4326
3508,Intel Xeon Gold 5318Y @ 2.10GHz,"33,283",179,19.58,"$1,700.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5318Y+%40+2.10GHz&id=4703
3509,Intel Xeon Gold 5320 @ 2.20GHz,"37,558",147,22.83,"$1,645.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5320+%40+2.20GHz&id=4594
3510,Intel Xeon Gold 5415+,"24,765",323,23.23,"$1,066.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5415%2B&id=5292
3511,Intel Xeon Gold 5416S,"36,907",153,39.10,$944.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5416S&id=5306
3512,Intel Xeon Gold 5420+,"57,593",57,31.16,"$1,848.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5420%2B&id=5307
3513,Intel Xeon Gold 6122 @ 1.80GHz,"23,781",344,11.88,"$2,002.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6122+%40+1.80GHz&id=5067
3514,Intel Xeon Gold 6126 @ 2.60GHz,"19,223",501,106.23,$180.96,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6126+%40+2.60GHz&id=3219
3515,Intel Xeon Gold 6128 @ 3.40GHz,"13,605",746,78.73,$172.80,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6128+%40+3.40GHz&id=3104
3516,Intel Xeon Gold 6130 @ 2.10GHz,"20,362",464,17.71,"$1,149.45",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6130+%40+2.10GHz&id=3126
3517,Intel Xeon Gold 6130T @ 2.10GHz,"21,804",412,8.55,"$2,550.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6130T+%40+2.10GHz&id=3855
3518,Intel Xeon Gold 6132 @ 2.60GHz,"22,787",382,90.43,$252.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6132+%40+2.60GHz&id=3227
3520,Intel Xeon Gold 6134 @ 3.20GHz,"16,651",603,73.03,$228.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6134+%40+3.20GHz&id=3008
3521,Intel Xeon Gold 6136 @ 3.00GHz,"21,413",427,53.67,$398.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6136+%40+3.00GHz&id=3065
3523,Intel Xeon Gold 6138 @ 2.00GHz,"21,051",435,49.44,$425.81,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6138+%40+2.00GHz&id=3137
3524,Intel Xeon Gold 6138T @ 2.00GHz,"20,649",452,6.17,"$3,345.78",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6138T+%40+2.00GHz&id=3703
3525,Intel Xeon Gold 6140 @ 2.30GHz,"23,016",368,96.91,$237.50,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6140+%40+2.30GHz&id=3132
3526,Intel Xeon Gold 6142 @ 2.60GHz,"27,114",273,114.16,$237.50,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6142+%40+2.60GHz&id=3273
3528,Intel Xeon Gold 6144 @ 3.50GHz,"19,993",472,10.58,"$1,890.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6144+%40+3.50GHz&id=3110
3529,Intel Xeon Gold 6146 @ 3.20GHz,"23,296",357,15.70,"$1,483.95",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6146+%40+3.20GHz&id=3205
3530,Intel Xeon Gold 6148 @ 2.40GHz,"28,993",234,73.24,$395.85,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6148+%40+2.40GHz&id=3176
3531,Intel Xeon Gold 6150 @ 2.70GHz,"26,905",277,59.92,$449.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6150+%40+2.70GHz&id=3046
3532,Intel Xeon Gold 6152 @ 2.10GHz,"24,680",325,72.38,$341.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6152+%40+2.10GHz&id=3169
3533,Intel Xeon Gold 6154 @ 3.00GHz,"29,488",227,17.38,"$1,697.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6154+%40+3.00GHz&id=3127
3534,Intel Xeon Gold 6208U @ 2.90GHz,"27,085",274,37.74,$717.78,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6208U+%40+2.90GHz&id=3742
3535,Intel Xeon Gold 6210U @ 2.50GHz,"28,915",235,12.34,"$2,343.23*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6210U+%40+2.50GHz&id=3540
3536,Intel Xeon Gold 6212U @ 2.40GHz,"27,470",264,13.73,"$2,000.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6212U+%40+2.40GHz&id=3608
3537,Intel Xeon Gold 6226 @ 2.70GHz,"19,810",482,18.89,"$1,048.57",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6226+%40+2.70GHz&id=3682
3538,Intel Xeon Gold 6226R @ 2.90GHz,"26,240",292,21.88,"$1,199.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6226R+%40+2.90GHz&id=3728
3539,Intel Xeon Gold 6230 @ 2.10GHz,"27,069",275,21.20,"$1,276.75",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6230+%40+2.10GHz&id=3468
3540,Intel Xeon Gold 6230R @ 2.10GHz,"34,183",171,24.96,"$1,369.41",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6230R+%40+2.10GHz&id=4070
3541,Intel Xeon Gold 6234 @ 3.30GHz,"17,752",559,12.46,"$1,424.99",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6234+%40+3.30GHz&id=3518
3542,Intel Xeon Gold 6238 @ 2.10GHz,"27,617",260,3.75,"$7,360.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6238+%40+2.10GHz&id=3631
3543,Intel Xeon Gold 6238R @ 2.20GHz,"37,511",148,16.02,"$2,341.99",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6238R+%40+2.20GHz&id=4132
3544,Intel Xeon Gold 6240R @ 2.40GHz,"33,353",178,23.83,"$1,399.38",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6240R+%40+2.40GHz&id=3739
3545,Intel Xeon Gold 6242 @ 2.80GHz,"26,288",289,19.50,"$1,348.24",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6242+%40+2.80GHz&id=3516
3546,Intel Xeon Gold 6242R @ 3.10GHz,"34,963",161,17.50,"$1,998.33",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6242R+%40+3.10GHz&id=3861
3547,Intel Xeon Gold 6244 @ 3.60GHz,"18,980",507,6.39,"$2,970.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6244+%40+3.60GHz&id=3504
3548,Intel Xeon Gold 6246 @ 3.30GHz,"24,829",321,7.98,"$3,113.22*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6246+%40+3.30GHz&id=3521
3549,Intel Xeon Gold 6246R @ 3.40GHz,"30,468",211,15.30,"$1,991.93",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6246R+%40+3.40GHz&id=3854
3550,Intel Xeon Gold 6248 @ 2.50GHz,"29,504",225,20.42,"$1,445.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6248+%40+2.50GHz&id=3517
3551,Intel Xeon Gold 6248R @ 3.00GHz,"35,626",157,17.87,"$1,993.65",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6248R+%40+3.00GHz&id=3732
3552,Intel Xeon Gold 6250 @ 3.90GHz,"20,915",441,9.51,"$2,200.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6250+%40+3.90GHz&id=4586
3553,Intel Xeon Gold 6252 @ 2.10GHz,"27,148",272,15.21,"$1,785.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6252+%40+2.10GHz&id=3532
3555,Intel Xeon Gold 6254 @ 3.10GHz,"29,356",230,12.77,"$2,299.50",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6254+%40+3.10GHz&id=3482
3556,Intel Xeon Gold 6262V @ 1.90GHz,"3,155",2078,0.95,"$3,321.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6262V+%40+1.90GHz&id=5076
3559,Intel Xeon Gold 6312U @ 2.40GHz,"43,546",115,24.06,"$1,809.59*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6312U+%40+2.40GHz&id=4606
3560,Intel Xeon Gold 6314U @ 2.30GHz,"48,013",92,17.26,"$2,782.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6314U+%40+2.30GHz&id=4950
3561,Intel Xeon Gold 6326 @ 2.90GHz,"35,224",158,26.10,"$1,349.34",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6326+%40+2.90GHz&id=4651
3562,Intel Xeon Gold 6330 @ 2.00GHz,"43,056",118,35.00,"$1,230.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6330+%40+2.00GHz&id=4513
3563,Intel Xeon Gold 6334 @ 3.60GHz,"22,160",397,9.54,"$2,322.50",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6334+%40+3.60GHz&id=4488
3564,Intel Xeon Gold 6336Y @ 2.40GHz,"45,517",106,23.58,"$1,929.95",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6336Y+%40+2.40GHz&id=4484
3565,Intel Xeon Gold 6338 @ 2.00GHz,"33,814",173,20.84,"$1,622.30",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6338+%40+2.00GHz&id=4592
3566,Intel Xeon Gold 6338N @ 2.20GHz,"46,583",99,9.97,"$4,671.69*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6338N+%40+2.20GHz&id=4656
3567,Intel Xeon Gold 6342 @ 2.80GHz,"47,320",95,19.82,"$2,388.05*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6342+%40+2.80GHz&id=4485
3568,Intel Xeon Gold 6346 @ 3.10GHz,"37,722",146,24.43,"$1,544.16",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6346+%40+3.10GHz&id=4657
3569,Intel Xeon Gold 6348 @ 2.60GHz,"52,276",73,24.59,"$2,126.33",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6348+%40+2.60GHz&id=4494
3570,Intel Xeon Gold 6354 @ 3.00GHz,"41,445",124,15.03,"$2,757.99*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6354+%40+3.00GHz&id=4627
3571,Intel Xeon Gold 6414U,"57,200",59,24.91,"$2,296.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6414U&id=5312
3572,Intel Xeon Gold 6421N,"60,551",48,25.57,"$2,368.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6421N&id=5669
3573,Intel Xeon Gold 6426Y,"3,344",2000,2.20,"$1,517.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6426Y&id=5686
3574,Intel Xeon Gold 6438N,"52,789",71,15.75,"$3,351.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6438N&id=5666
3575,Intel Xeon Gold 6448Y,"57,472",58,16.04,"$3,583.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+6448Y&id=5313
3577,Intel Xeon L3360 @ 2.83GHz,"2,306",2470,25.84,$89.23*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L3360+%40+2.83GHz&id=1254
3578,Intel Xeon L3406 @ 2.27GHz,928,3474,3.60,$257.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L3406+%40+2.27GHz&id=1899
3579,Intel Xeon L3426 @ 1.87GHz,"2,590",2311,12.95,$199.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L3426+%40+1.87GHz&id=1255
3580,Intel Xeon L5240 @ 3.00GHz,"1,337",3081,42.57,$31.40*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L5240+%40+3.00GHz&id=1257
3581,Intel Xeon L5310 @ 1.60GHz,"1,385",3053,12.31,$112.50*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L5310+%40+1.60GHz&id=2778
3582,Intel Xeon L5320 @ 1.86GHz,"1,118",3277,15.97,$69.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+L5320+%40+1.86GHz&id=1258
